id_объекта,истинный_класс,разметчик,prob_Машина,prob_Пешеход,prob_Светофор,prob_Знак,prob_Автобус,prob_Грузовик,prob_Велосипед,prob_Мотоцикл,prob_Самокат,prob_Енот
extreme_00077.jpg,Машина,Intern_Vasya,0.0961,0.0986,0.0827,0.1117,0.1126,0.091,0.0922,0.1053,0.092,0.1179
extreme_00078.jpg,Машина,Expert_Bob,0.0931,0.0974,0.0989,0.1066,0.0886,0.1119,0.0959,0.1057,0.113,0.0887
extreme_00079.jpg,Машина,Expert_Bob,0.7759,0.0147,0.046,0.01,0.0314,0.0368,0.0203,0.0119,0.0218,0.0311
extreme_00080.jpg,Машина,AutoLabel,0.7498,0.0232,0.0449,0.0152,0.0252,0.0161,0.0426,0.0222,0.0244,0.0365
extreme_00081.jpg,Пешеход,Intern_Vasya,0.0872,0.0901,0.086,0.1084,0.1041,0.0977,0.1189,0.1068,0.0913,0.1095
extreme_00082.jpg,Машина,Expert_Bob,0.7916,0.0396,0.0245,0.0251,0.0239,0.0314,0.0193,0.0101,0.0172,0.0173
extreme_00083.jpg,Велосипед,AutoLabel,0.0229,0.0171,0.0099,0.042,0.0294,0.0256,0.7476,0.0354,0.0339,0.0361
extreme_00084.jpg,Машина,AutoLabel,0.0114,0.0233,0.0304,0.0255,0.7757,0.04,0.0426,0.0219,0.01,0.0193
extreme_00085.jpg,Машина,AutoLabel,0.7573,0.0126,0.0105,0.0098,0.043,0.0435,0.0125,0.0373,0.04,0.0336
extreme_00086.jpg,Машина,Intern_Vasya,0.0405,0.7814,0.0232,0.0148,0.0427,0.0119,0.0092,0.035,0.0213,0.02
extreme_00087.jpg,Мотоцикл,Expert_Bob,0.0369,0.0325,0.031,0.0122,0.0257,0.0235,0.0295,0.7524,0.0385,0.0177
extreme_00088.jpg,Пешеход,Expert_Bob,0.0899,0.098,0.1177,0.0937,0.0899,0.1188,0.1097,0.094,0.0839,0.1042
extreme_00089.jpg,Пешеход,Expert_Bob,0.037,0.01,0.0289,0.0382,0.0117,0.0252,0.03,0.0389,0.0414,0.7386
extreme_00090.jpg,Пешеход,AutoLabel,0.016,0.7996,0.0203,0.0106,0.0263,0.0166,0.0111,0.0245,0.0321,0.0429
extreme_00091.jpg,Светофор,AutoLabel,0.0428,0.0337,0.0364,0.0305,0.0302,0.752,0.0228,0.0164,0.0125,0.0227
extreme_00092.jpg,Машина,Expert_Bob,0.7811,0.024,0.026,0.0158,0.0221,0.0294,0.0123,0.0377,0.0335,0.0182
extreme_00093.jpg,Автобус,Intern_Vasya,0.0267,0.0131,0.0345,0.03,0.0391,0.7365,0.0198,0.0307,0.0421,0.0275
extreme_00094.jpg,Грузовик,Expert_Bob,0.0964,0.0889,0.1093,0.1003,0.0887,0.1128,0.0989,0.0862,0.11,0.1084
extreme_00095.jpg,Пешеход,Expert_Bob,0.0084,0.805,0.013,0.0232,0.0347,0.0171,0.0271,0.0277,0.0203,0.0235
extreme_00096.jpg,Велосипед,AutoLabel,0.0111,0.0211,0.0096,0.0279,0.044,0.0225,0.7909,0.0113,0.0409,0.0207
extreme_00097.jpg,Машина,Expert_Bob,0.7973,0.0285,0.0295,0.0181,0.0143,0.0306,0.0233,0.0191,0.0114,0.0279
extreme_00098.jpg,Пешеход,Intern_Vasya,0.0125,0.0148,0.0413,0.0146,0.0374,0.0261,0.0249,0.0407,0.7454,0.0423
extreme_00099.jpg,Пешеход,Intern_Vasya,0.0984,0.0834,0.0906,0.1141,0.1029,0.1129,0.1108,0.0842,0.0946,0.108
extreme_00100.jpg,Пешеход,Expert_Bob,0.082,0.1147,0.096,0.1123,0.1156,0.0817,0.1041,0.1165,0.0845,0.04 55
extreme_00101.jpg,Машина,Expert_Bob,0.755,0.0136,0.0401,0.0297,0.0144,0.0198,0.0421,0.0235,0.0313,0.04 55
extreme_00102.jpg,Машина,Intern_Vasya,0.0116,0.0141,0.0155,0.0398,0.0418,0.0106,0.78,0.0138,0.0372,0.04 55
extreme_00103.jpg,Пешеход,Intern_Vasya,0.0251,0.7473,0.0356,0.0163,0.0105,0.0373,0.0385,0.0205,0.0364,0.04 55
extreme_00104.jpg,Светофор,AutoLabel,0.0084,0.7626,0.0322,0.0352,0.011,0.0264,0.0283,0.032,0.0341,0.04 55
extreme_00105.jpg,Грузовик,Expert_Bob,0.0143,0.014,0.0418,0.0125,0.0256,0.0262,0.0445,0.0209,0.018,0.04 55
extreme_00106.jpg,Машина,AutoLabel,0.0228,0.0338,0.0244,0.0185,0.0396,0.0322,0.031,0.0133,0.0337,0.7507
extreme_00107.jpg,Мотоцикл,Expert_Bob,0.0147,0.0139,0.0401,0.0117,0.0238,0.0253,0.0165,0.7825,0.0412,0.0302
extreme_00108.jpg,Автобус,AutoLabel,0.0179,0.0095,0.0256,0.041,0.0131,0.0167,0.028,0.0303,0.7792,0.0389
extreme_00109.jpg,Пешеход,AutoLabel,0.0377,0.7756,0.0243,0.0178,0.0313,0.0277,0.0382,0.0257,0.0104,0.0112
extreme_00110.jpg,Самокат,AutoLabel,0.0966,0.1104,0.1061,0.0968,0.0827,0.1136,0.1072,0.0883,0.0984,0.0998
extreme_00111.jpg,Пешеход,AutoLabel,0.0329,0.7412,0.0395,0.0172,0.0417,0.0275,0.0325,0.0325,0.0104,0.0247
extreme_00112.jpg,Пешеход,Intern_Vasya,0.0153,0.7864,0.0401,0.0157,0.0186,0.0232,0.0139,0.0365,0.0319,0.0184
extreme_00113.jpg,Машина,Intern_Vasya,0.0833,0.0878,0.1035,0.1092,0.1163,0.1056,0.0884,0.1194,0.0865,0.1001
extreme_00114.jpg,Пешеход,Intern_Vasya,0.0154,0.7442,0.0197,0.0253,0.0397,0.0212,0.0373,0.031,0.0292,0.0371
extreme_00115.jpg,Мотоцикл,Intern_Vasya,0.0307,0.0366,0.0415,0.0106,0.0293,0.0226,0.0268,0.7381,0.0285,0.0354
extreme_00116.jpg,Машина,Intern_Vasya,0.7457,0.0354,0.0363,0.0154,0.0367,0.034,0.033,0.0325,0.0115,0.0195
extreme_00117.jpg,Машина,AutoLabel,0.0215,0.0373,0.0337,0.0423,0.0106,0.7519,0.0409,0.0193,0.0111,0.0316
extreme_00118.jpg,Машина,AutoLabel,0.1098,0.0862,0.0945,0.0865,0.0992,0.102,0.1067,0.1074,0.114,0.0938
extreme_00119.jpg,Пешеход,Expert_Bob,0.0322,0.7129,0.0416,0.0163,0.0416,0.0307,0.0404,0.0377,0.0143,0.0322
extreme_00120.jpg,Пешеход,Expert_Bob,0.1133,0.1224,0.0877,0.1046,0.1094,0.0908,0.0856,0.1138,0.0823,0.0902
extreme_00121.jpg,Пешеход,AutoLabel,0.0156,0.039,0.0247,0.03,0.0179,0.0343,0.0407,0.0368,0.7426,0.0184
extreme_00122.jpg,Пешеход,Intern_Vasya,0.0981,0.0929,0.0927,0.0978,0.1082,0.089,0.1114,0.1101,0.1098,0.0901
extreme_00123.jpg,Машина,Intern_Vasya,0.766,0.0196,0.015,0.0289,0.0303,0.0334,0.0301,0.0105,0.0375,0.0286
extreme_00124.jpg,Грузовик,Intern_Vasya,0.0365,0.0119,0.0117,0.0216,0.0307,0.7532,0.0346,0.0269,0.0407,0.0322
extreme_00125.jpg,Пешеход,AutoLabel,0.0297,0.7724,0.0348,0.0377,0.01,0.0263,0.0122,0.0366,0.023,0.0172
extreme_00126.jpg,Пешеход,Intern_Vasya,0.1102,0.088,0.0967,0.09,0.1132,0.1147,0.0996,0.0941,0.0944,0.0991
extreme_00127.jpg,Автобус,Expert_Bob,0.0268,0.0436,0.0216,0.0327,0.7849,0.0228,0.0262,0.0136,0.0094,0.0184
extreme_00128.jpg,Велосипед,Expert_Bob,0.032,0.0285,0.0207,0.0081,0.0131,0.0312,0.7862,0.0348,0.0366,0.0088
extreme_00129.jpg,Пешеход,AutoLabel,0.0206,0.7446,0.0145,0.0345,0.018,0.025,0.0418,0.0378,0.0415,0.0217
extreme_00130.jpg,Машина,AutoLabel,0.0881,0.1022,0.1086,0.1145,0.1041,0.0968,0.0955,0.0868,0.1184,0.0848
extreme_00131.jpg,Машина,Expert_Bob,0.0278,0.0191,0.0172,0.0093,0.0245,0.0265,0.0164,0.0231,0.0108,0.8252
extreme_00132.jpg,Светофор,Expert_Bob,0.0252,0.0256,0.7742,0.0156,0.0149,0.0207,0.0305,0.0399,0.037,0.0163
extreme_00133.jpg,Пешеход,Intern_Vasya,0.1152,0.0782,0.0872,0.1042,0.1021,0.1075,0.0987,0.1154,0.0797,0.1117
extreme_00134.jpg,Знак,Expert_Bob,0.0218,0.0357,0.0281,0.0124,0.7639,0.0454,0.0216,0.01,0.0218,0.0395
extreme_00135.jpg,Светофор,Expert_Bob,0.0124,0.039,0.7962,0.0278,0.0332,0.0284,0.0151,0.0138,0.0107,0.0234
extreme_00136.jpg,Машина,Expert_Bob,0.0263,0.03,0.0095,0.0427,0.0345,0.0422,0.0135,0.7556,0.0258,0.02
extreme_00137.jpg,Знак,Intern_Vasya,0.0139,0.0396,0.0346,0.7587,0.0226,0.0178,0.0199,0.0294,0.0373,0.0263
extreme_00138.jpg,Машина,Intern_Vasya,0.8029,0.0156,0.0309,0.0179,0.0108,0.0187,0.0191,0.0151,0.036,0.033
extreme_00139.jpg,Светофор,Expert_Bob,0.0159,0.0304,0.8014,0.0088,0.0102,0.032,0.0203,0.0269,0.0359,0.0182
extreme_00140.jpg,Машина,Intern_Vasya,0.8142,0.0249,0.0216,0.0261,0.0165,0.0279,0.0185,0.0208,0.0123,0.0172
extreme_00141.jpg,Пешеход,Expert_Bob,0.0247,0.009,0.0296,0.0293,0.0332,0.0165,0.03,0.786,0.0124,0.0292
extreme_00142.jpg,Светофор,Expert_Bob,0.0193,0.0152,0.026,0.7609,0.0254,0.0201,0.0282,0.0384,0.0371,0.0294
extreme_00143.jpg,Пешеход,Expert_Bob,0.0111,0.7251,0.0327,0.0306,0.0198,0.0287,0.043,0.022,0.0446,0.0425
extreme_00144.jpg,Знак,Intern_Vasya,0.0353,0.0267,0.0138,0.0344,0.0141,0.8165,0.0132,0.0118,0.0198,0.0145
extreme_00145.jpg,Пешеход,AutoLabel,0.0148,0.0411,0.0261,0.01,0.0313,0.8034,0.0169,0.0268,0.0111,0.0185
extreme_00146.jpg,Пешеход,AutoLabel,0.0379,0.8145,0.0346,0.0138,0.0143,0.0123,0.0101,0.0127,0.015,0.0349
extreme_00147.jpg,Грузовик,Expert_Bob,0.0316,0.0131,0.0196,0.0392,0.0262,0.7543,0.0461,0.0221,0.0319,0.0158
extreme_00148.jpg,Машина,Intern_Vasya,0.1058,0.1004,0.1026,0.0905,0.0994,0.1162,0.0997,0.0813,0.1034,0.1007
extreme_00149.jpg,Машина,AutoLabel,0.0198,0.0332,0.0233,0.0287,0.0121,0.0293,0.7723,0.0381,0.0255,0.0178
extreme_00150.jpg,Машина,Expert_Bob,0.7356,0.0248,0.0294,0.0353,0.0307,0.0257,0.0291,0.027,0.0344,0.028
extreme_00151.jpg,Машина,Expert_Bob,0.1108,0.1016,0.0823,0.1159,0.0925,0.1152,0.0978,0.1042,0.0973,0.0823
extreme_00152.jpg,Пешеход,AutoLabel,0.0411,0.8082,0.0201,0.0158,0.0176,0.0163,0.0153,0.0184,0.015,0.0322
extreme_00153.jpg,Пешеход,Expert_Bob,0.0216,0.7857,0.0108,0.026,0.0148,0.0236,0.0361,0.0439,0.0203,0.0172
extreme_00154.jpg,Светофор,Intern_Vasya,0.0347,0.0244,0.762,0.0218,0.0106,0.0278,0.036,0.0091,0.0324,0.041
extreme_00155.jpg,Пешеход,Expert_Bob,0.0154,0.8308,0.0106,0.01,0.0144,0.0119,0.0309,0.0122,0.0322,0.0315
extreme_00156.jpg,Машина,Expert_Bob,0.7687,0.025,0.0286,0.0131,0.0328,0.0316,0.0283,0.0182,0.0158,0.0378
extreme_00157.jpg,Светофор,AutoLabel,0.0287,0.0239,0.0437,0.7636,0.0189,0.0253,0.015,0.0432,0.0233,0.0143
extreme_00158.jpg,Машина,AutoLabel,0.7337,0.0277,0.029,0.0278,0.0421,0.0356,0.0346,0.0152,0.0204,0.0339
extreme_00159.jpg,Пешеход,Expert_Bob,0.0208,0.7827,0.0138,0.0191,0.0342,0.0216,0.0227,0.0346,0.0174,0.0331
extreme_00160.jpg,Пешеход,AutoLabel,0.1085,0.0928,0.0784,0.0937,0.1083,0.1146,0.0908,0.1003,0.1086,0.1041
extreme_00161.jpg,Грузовик,Expert_Bob,0.0896,0.1177,0.0889,0.0872,0.1055,0.092,0.0986,0.0963,0.1128,0.1114
extreme_00162.jpg,Машина,AutoLabel,0.7755,0.0268,0.0134,0.0251,0.0235,0.0366,0.0307,0.0142,0.0398,0.0144
extreme_00163.jpg,Машина,Expert_Bob,0.0209,0.0192,0.0121,0.0229,0.0083,0.0369,0.0288,0.8039,0.0263,0.0205
extreme_00164.jpg,Машина,Expert_Bob,0.0223,0.0149,0.7657,0.015,0.0313,0.0325,0.0432,0.0443,0.0135,0.0172
extreme_00165.jpg,Пешеход,Intern_Vasya,0.0275,0.0398,0.0379,0.0198,0.0289,0.7494,0.0176,0.0181,0.031,0.03
extreme_00166.jpg,Пешеход,Expert_Bob,0.0851,0.0953,0.098,0.0967,0.1254,0.0971,0.087,0.0992,0.126,0.0902
extreme_00167.jpg,Пешеход,AutoLabel,0.0394,0.7967,0.0172,0.019,0.0217,0.0186,0.0219,0.0213,0.0144,0.0299
extreme_00168.jpg,Пешеход,Expert_Bob,0.0209,0.8225,0.0185,0.0106,0.02,0.0329,0.0198,0.0215,0.0201,0.0132
extreme_00169.jpg,Пешеход,Intern_Vasya,0.0114,0.0369,0.0317,0.0211,0.0227,0.0236,0.0349,0.0152,0.7772,0.0253
extreme_00170.jpg,Машина,Intern_Vasya,0.7971,0.0108,0.0361,0.014,0.039,0.0314,0.0171,0.0098,0.018,0.0267
extreme_00171.jpg,Машина,AutoLabel,0.0383,0.0105,0.0396,0.7563,0.0092,0.0179,0.0388,0.036,0.0217,0.0317
extreme_00172.jpg,Светофор,Expert_Bob,0.0413,0.0243,0.0262,0.0243,0.0246,0.0347,0.0353,0.7395,0.0164,0.0335
extreme_00173.jpg,Пешеход,AutoLabel,0.0386,0.7435,0.0101,0.013,0.0248,0.0349,0.036,0.036,0.0333,0.0298
extreme_00174.jpg,Грузовик,AutoLabel,0.7903,0.021,0.0368,0.0087,0.0325,0.0144,0.0199,0.03,0.0103,0.036
extreme_00175.jpg,Пешеход,Expert_Bob,0.0145,0.7868,0.0189,0.0215,0.0357,0.0172,0.0237,0.0391,0.017,0.0257
extreme_00176.jpg,Машина,Intern_Vasya,0.7796,0.0147,0.0109,0.0332,0.0186,0.015,0.0276,0.0297,0.0366,0.034
extreme_00177.jpg,Автобус,Intern_Vasya,0.0119,0.0384,0.0223,0.0238,0.7834,0.0094,0.011,0.0361,0.0339,0.0298
extreme_00178.jpg,Пешеход,Intern_Vasya,0.0365,0.7696,0.0092,0.0236,0.012,0.0187,0.0347,0.0304,0.0333,0.0321
extreme_00179.jpg,Машина,Expert_Bob,0.1025,0.1046,0.101,0.0811,0.1086,0.1039,0.1104,0.0975,0.0836,0.1068
extreme_00180.jpg,Машина,Expert_Bob,0.0946,0.095,0.1093,0.0875,0.0986,0.1005,0.1041,0.0972,0.1168,0.0964
extreme_00181.jpg,Машина,Expert_Bob,0.7543,0.0094,0.0228,0.0231,0.0435,0.0422,0.0196,0.0155,0.0318,0.0378
extreme_00182.jpg,Машина,AutoLabel,0.0202,0.0341,0.0195,0.0213,0.0365,0.0172,0.0236,0.035,0.0291,0.7635
extreme_00183.jpg,Пешеход,AutoLabel,0.0441,0.7222,0.0172,0.0269,0.0367,0.026,0.01,0.041,0.0392,0.0367
extreme_00184.jpg,Знак,Intern_Vasya,0.096,0.102,0.0958,0.095,0.0914,0.1296,0.0939,0.1005,0.1004,0.0953
extreme_00185.jpg,Машина,Expert_Bob,0.7817,0.0228,0.0289,0.0316,0.0207,0.0169,0.0116,0.0342,0.0322,0.0193
extreme_00186.jpg,Пешеход,Expert_Bob,0.0374,0.7524,0.0291,0.0273,0.0138,0.0125,0.03,0.0262,0.0377,0.0337
extreme_00187.jpg,Машина,AutoLabel,0.0847,0.1083,0.113,0.0979,0.1136,0.0885,0.1025,0.094,0.0971,0.1005
