id_объекта,истинный_класс,prob_Собака,prob_Кошка,prob_Мышь,разрешение,разметчик,неуверенность,энтропия
img_0028.jpg,Кошка,0.0821,0.9001,0.0178,640x480,Expert_Bob,0.0999,0.5362
img_0029.jpg,Кошка,0.0236,0.0902,0.8862,1920x1080,Intern_Vasya,0.1138,0.5951
img_0030.jpg,Кошка,0.3543,0.3574,0.2882,640x480,Expert_Bob,0.6426,1.5782
img_0031.jpg,Кошка,0.079,0.8487,0.0723,800x600,Expert_Bob,0.1513,0.7642
img_0032.jpg,Собака,0.9459,0.0214,0.0328,640x480,Intern_Vasya,0.0541,0.3563
img_0033.jpg,Собака,0.9014,0.0879,0.0107,1920x1080,Intern_Vasya,0.0986,0.5134
img_0034.jpg,Кошка,0.0505,0.0318,0.9176,800x600,Intern_Vasya,0.0824,0.4896
img_0035.jpg,Кошка,0.0874,0.8603,0.0522,800x600,Expert_Anna,0.1397,0.7164
img_0036.jpg,Кошка,0.293,0.3586,0.3484,640x480,Expert_Anna,0.6414,1.5795
img_0037.jpg,Кошка,0.0354,0.9245,0.0401,1920x1080,Expert_Bob,0.0755,0.4614
img_0038.jpg,Кошка,0.015,0.073,0.912,800x600,Expert_Anna,0.088,0.4877
img_0039.jpg,Собака,0.0392,0.9255,0.0353,1920x1080,Expert_Anna,0.0745,0.4568
img_0040.jpg,Кошка,0.05,0.0914,0.8586,640x480,Expert_Anna,0.1414,0.7204
img_0041.jpg,Собака,0.8905,0.0321,0.0773,640x480,Expert_Anna,0.1095,0.5937
img_0042.jpg,Собака,0.071,0.8672,0.0618,800x600,Expert_Anna,0.1328,0.6974
img_0043.jpg,Кошка,0.3693,0.3272,0.3034,640x480,Expert_Anna,0.6307,1.5802
img_0044.jpg,Кошка,0.0154,0.9047,0.08,640x480,Intern_Vasya,0.0953,0.5149
img_0045.jpg,Собака,0.0586,0.8703,0.0711,800x600,Expert_Anna,0.1297,0.6854
img_0046.jpg,Собака,0.8559,0.0464,0.0977,1920x1080,Intern_Vasya,0.1441,0.7255
img_0047.jpg,Кошка,0.037,0.8783,0.0847,1920x1080,Expert_Anna,0.1217,0.6421
img_0048.jpg,Кошка,0.0325,0.8858,0.0817,1920x1080,Expert_Anna,0.1142,0.6109
img_0049.jpg,Кошка,0.0551,0.9273,0.0176,1920x1080,Expert_Bob,0.0727,0.434
img_0050.jpg,Кошка,0.0912,0.8682,0.0406,1920x1080,Intern_Vasya,0.1318,0.6798
img_0051.jpg,Кошка,0.0677,0.8516,0.0807,800x600,Expert_Anna,0.1484,0.7534
img_0052.jpg,Кошка,0.0642,0.0166,0.9192,1920x1080,Expert_Anna,0.0808,0.4642
img_0053.jpg,Собака,0.9687,0.0113,0.02,800x600,Expert_Bob,0.0313,0.2304
img_0054.jpg,Собака,0.3044,0.3322,0.3634,640x480,Intern_Vasya,0.6366,1.5812
img_0055.jpg,Мышь,0.0671,0.0638,0.869,800x600,Intern_Vasya,0.131,0.6909
img_0056.jpg,Собака,0.0304,0.8948,0.0748,1920x1080,Expert_Anna,0.1052,0.5765
img_0057.jpg,Собака,0.8625,0.073,0.0645,800x600,Expert_Anna,0.1375,0.7148
img_0058.jpg,Собака,0.9373,0.0322,0.0304,1920x1080,Expert_Bob,0.0627,0.4004
img_0059.jpg,Кошка,0.0418,0.0831,0.8752,1920x1080,Expert_Anna,0.1248,0.658
img_0060.jpg,Кошка,0.0583,0.8843,0.0574,1920x1080,Expert_Anna,0.1157,0.6326
img_0061.jpg,Кошка,0.0726,0.0341,0.8932,1920x1080,Expert_Bob,0.1068,0.5865
img_0062.jpg,Собака,0.8364,0.0813,0.0823,800x600,Expert_Anna,0.1636,0.8064
img_0063.jpg,Собака,0.8936,0.0115,0.0948,800x600,Expert_Bob,0.1064,0.5413
img_0064.jpg,Кошка,0.3338,0.3424,0.3238,800x600,Expert_Bob,0.6576,1.5846
img_0065.jpg,Кошка,0.3085,0.3275,0.364,640x480,Intern_Vasya,0.636,1.5815
img_0066.jpg,Кошка,0.0358,0.9084,0.0558,800x600,Expert_Anna,0.0916,0.5302
img_0067.jpg,Мышь,0.0691,0.0583,0.8725,640x480,Expert_Anna,0.1275,0.6771
img_0068.jpg,Кошка,0.0883,0.8612,0.0505,640x480,Expert_Bob,0.1388,0.7124
img_0069.jpg,Кошка,0.0753,0.0715,0.8532,1920x1080,Expert_Anna,0.1468,0.7485
img_0070.jpg,Мышь,0.0336,0.0764,0.89,1920x1080,Expert_Anna,0.11,0.5976
img_0071.jpg,Кошка,0.3561,0.3272,0.3167,1920x1080,Expert_Bob,0.6439,1.5832
img_0072.jpg,Собака,0.074,0.8599,0.0662,1920x1080,Intern_Vasya,0.1401,0.7245
img_0073.jpg,Кошка,0.3652,0.3205,0.3143,800x600,Intern_Vasya,0.6348,1.5817
img_0074.jpg,Кошка,0.0201,0.9656,0.0144,800x600,Expert_Anna,0.0344,0.2502
img_0075.jpg,Кошка,0.0634,0.8685,0.0681,800x600,Expert_Bob,0.1315,0.6929
img_0076.jpg,Собака,0.2919,0.383,0.3251,800x600,Expert_Bob,0.617,1.5758
img_0077.jpg,Кошка,0.0233,0.062,0.9147,1920x1080,Expert_Bob,0.0853,0.4927
img_0078.jpg,Кошка,0.0673,0.9178,0.0149,1920x1080,Expert_Anna,0.0822,0.466
img_0079.jpg,Кошка,0.0524,0.8803,0.0673,1920x1080,Expert_Bob,0.1197,0.6469
img_0080.jpg,Кошка,0.0596,0.0413,0.8991,800x600,Expert_Bob,0.1009,0.5703
img_0081.jpg,Собака,0.0474,0.9409,0.0118,640x480,Expert_Bob,0.0591,0.3668
img_0082.jpg,Кошка,0.086,0.0733,0.8407,640x480,Intern_Vasya,0.1593,0.7912
img_0083.jpg,Собака,0.0236,0.9181,0.0583,800x600,Intern_Vasya,0.0819,0.4798
img_0084.jpg,Собака,0.0628,0.8504,0.0868,800x600,Expert_Anna,0.1496,0.7556
img_0085.jpg,Кошка,0.3326,0.3482,0.3192,1920x1080,Expert_Bob,0.6518,1.5841
img_0086.jpg,Собака,0.8697,0.0455,0.0847,800x600,Expert_Anna,0.1303,0.6797
img_0087.jpg,Кошка,0.0205,0.0142,0.9653,640x480,Expert_Bob,0.0347,0.2513
img_0088.jpg,Собака,0.0744,0.9065,0.0191,1920x1080,Expert_Anna,0.0935,0.5163
img_0089.jpg,Кошка,0.0552,0.0268,0.918,1920x1080,Expert_Anna,0.082,0.4839
img_0090.jpg,Собака,0.9147,0.0705,0.0148,800x600,Expert_Anna,0.0853,0.4774
img_0091.jpg,Кошка,0.0615,0.8578,0.0807,800x600,Intern_Vasya,0.1422,0.7303
img_0092.jpg,Собака,0.9053,0.0184,0.0763,640x480,Expert_Anna,0.0947,0.5192
img_0093.jpg,Кошка,0.0608,0.0918,0.8474,640x480,Intern_Vasya,0.1526,0.7643
img_0094.jpg,Собака,0.8987,0.047,0.0543,800x600,Expert_Bob,0.1013,0.574
img_0095.jpg,Кошка,0.2963,0.3591,0.3446,1920x1080,Expert_Bob,0.6409,1.5802
img_0096.jpg,Собака,0.9579,0.0194,0.0227,1920x1080,Expert_Bob,0.0421,0.2938
img_0097.jpg,Кошка,0.0195,0.0752,0.9054,800x600,Intern_Vasya,0.0946,0.5213
img_0098.jpg,Кошка,0.0904,0.0127,0.8969,1920x1080,Expert_Anna,0.1031,0.5343
img_0099.jpg,Мышь,0.874,0.0657,0.0602,800x600,Expert_Anna,0.126,0.6719
img_0100.jpg,Собака,0.0806,0.882,0.0374,800x600,Intern_Vasya,0.118,0.6299
img_0101.jpg,Кошка,0.0747,0.0795,0.8458,800x600,Expert_Anna,0.1542,0.7743
img_0102.jpg,Кошка,0.041,0.9207,0.0383,1920x1080,Expert_Bob,0.0793,0.4789
img_0103.jpg,Собака,0.0787,0.8513,0.07,800x600,Expert_Bob,0.1487,0.7549
img_0104.jpg,Собака,0.29,0.3798,0.3302,1920x1080,Expert_Anna,0.6202,1.5762
img_0105.jpg,Собака,0.871,0.0387,0.0903,800x600,Expert_Bob,0.129,0.6684
img_0106.jpg,Кошка,0.0114,0.095,0.8936,800x600,Expert_Bob,0.1064,0.5412
img_0107.jpg,Кошка,0.0887,0.8541,0.0572,640x480,Expert_Bob,0.1459,0.7404
img_0108.jpg,Кошка,0.0495,0.9116,0.0389,800x600,Expert_Anna,0.0884,0.5186
img_0109.jpg,Кошка,0.0796,0.0832,0.8372,1920x1080,Expert_Anna,0.1628,0.8037
img_0110.jpg,Кошка,0.0546,0.8858,0.0596,800x600,Expert_Bob,0.1142,0.6265
img_0111.jpg,Кошка,0.0959,0.8822,0.0219,800x600,Intern_Vasya,0.1178,0.6046
img_0112.jpg,Собака,0.9059,0.0729,0.0212,800x600,Expert_Anna,0.0941,0.5224
img_0113.jpg,Кошка,0.0714,0.0162,0.9124,640x480,Intern_Vasya,0.0876,0.4889
img_0114.jpg,Кошка,0.2985,0.3092,0.3923,1920x1080,Expert_Bob,0.6077,1.5738
img_0115.jpg,Собака,0.0395,0.8854,0.0751,800x600,Intern_Vasya,0.1146,0.6201
img_0116.jpg,Собака,0.103,0.8512,0.0458,640x480,Expert_Bob,0.1488,0.7394
img_0117.jpg,Кошка,0.3487,0.3371,0.3143,800x600,Expert_Bob,0.6513,1.5836
img_0118.jpg,Кошка,0.0966,0.8461,0.0573,1920x1080,Expert_Bob,0.1539,0.7661
img_0119.jpg,Кошка,0.0583,0.9186,0.0231,640x480,Expert_Anna,0.0814,0.4771
img_0120.jpg,Кошка,0.0614,0.8824,0.0561,640x480,Expert_Anna,0.1176,0.6396
img_0121.jpg,Собака,0.8718,0.037,0.0912,640x480,Intern_Vasya,0.1282,0.6636
img_0122.jpg,Кошка,0.0965,0.8064,0.0971,800x600,Intern_Vasya,0.1936,0.9025
img_0123.jpg,Собака,0.8384,0.0592,0.1023,640x480,Expert_Anna,0.1616,0.7911
img_0124.jpg,Кошка,0.0577,0.8872,0.0551,640x480,Intern_Vasya,0.1128,0.6211
img_0125.jpg,Кошка,0.0692,0.8675,0.0633,1920x1080,Intern_Vasya,0.1325,0.6966
img_0126.jpg,Собака,0.0823,0.8858,0.0319,1920x1080,Expert_Anna,0.1142,0.61
img_0127.jpg,Собака,0.0894,0.8454,0.0652,640x480,Expert_Anna,0.1546,0.7731
img_0128.jpg,Собака,0.0275,0.9298,0.0427,640x480,Expert_Anna,0.0702,0.4345
img_0129.jpg,Кошка,0.0162,0.8896,0.0942,800x600,Expert_Anna,0.1104,0.5675
img_0130.jpg,Собака,0.3284,0.3159,0.3557,1920x1080,Expert_Bob,0.6443,1.5832
img_0131.jpg,Собака,0.064,0.8539,0.0821,640x480,Intern_Vasya,0.1461,0.7445
img_0132.jpg,Собака,0.8622,0.0738,0.0639,1920x1080,Expert_Bob,0.1378,0.7155
img_0133.jpg,Собака,0.8875,0.097,0.0155,640x480,Intern_Vasya,0.1125,0.5725
img_0134.jpg,Кошка,0.0459,0.0868,0.8672,800x600,Intern_Vasya,0.1328,0.6884
img_0135.jpg,Кошка,0.0594,0.0415,0.8991,800x600,Intern_Vasya,0.1009,0.5704
img_0136.jpg,Собака,0.8954,0.0548,0.0497,800x600,Expert_Bob,0.1046,0.5875
img_0137.jpg,Собака,0.8527,0.0757,0.0716,640x480,Expert_Bob,0.1473,0.7503
img_0138.jpg,Кошка,0.0861,0.8456,0.0684,640x480,Expert_Anna,0.1544,0.7739
img_0139.jpg,Собака,0.9087,0.0356,0.0557,800x600,Expert_Anna,0.0913,0.5289
img_0140.jpg,Собака,0.907,0.0631,0.0299,640x480,Expert_Anna,0.093,0.5307
img_0141.jpg,Собака,0.9369,0.0427,0.0204,640x480,Expert_Anna,0.0631,0.3969
img_0142.jpg,Кошка,0.0528,0.8943,0.0528,800x600,Expert_Bob,0.1057,0.5922
img_0143.jpg,Кошка,0.0582,0.8551,0.0867,1920x1080,Expert_Bob,0.1449,0.7378
img_0144.jpg,Собака,0.3115,0.311,0.3775,640x480,Expert_Anna,0.6225,1.5788
img_0145.jpg,Кошка,0.3408,0.3591,0.3002,800x600,Expert_Bob,0.6409,1.581
img_0146.jpg,Собака,0.9452,0.0117,0.0431,800x600,Expert_Bob,0.0548,0.3474
img_0147.jpg,Кошка,0.3119,0.3261,0.362,640x480,Expert_Anna,0.638,1.5821
img_0148.jpg,Собака,0.8649,0.0556,0.0796,800x600,Expert_Anna,0.1351,0.7035
img_0149.jpg,Собака,0.313,0.3441,0.3429,800x600,Intern_Vasya,0.6559,1.5836
img_0150.jpg,Собака,0.8518,0.0937,0.0545,1920x1080,Intern_Vasya,0.1482,0.7459
img_0151.jpg,Кошка,0.0507,0.097,0.8522,640x480,Intern_Vasya,0.1478,0.7412
img_0152.jpg,Кошка,0.0738,0.9077,0.0185,800x600,Expert_Anna,0.0923,0.5108
img_0153.jpg,Кошка,0.0223,0.9544,0.0233,800x600,Expert_Bob,0.0456,0.313
img_0154.jpg,Собака,0.871,0.0402,0.0888,800x600,Expert_Bob,0.129,0.6701
img_0155.jpg,Собака,0.0774,0.8924,0.0302,800x600,Expert_Bob,0.1076,0.5848
img_0156.jpg,Кошка,0.029,0.9411,0.0299,640x480,Intern_Vasya,0.0589,0.382
img_0157.jpg,Собака,0.0227,0.9462,0.0311,1920x1080,Intern_Vasya,0.0538,0.3552
img_0158.jpg,Собака,0.0542,0.9326,0.0133,1920x1080,Expert_Anna,0.0674,0.4047
img_0159.jpg,Кошка,0.0589,0.8627,0.0784,1920x1080,Intern_Vasya,0.1373,0.7124
img_0160.jpg,Собака,0.8891,0.033,0.0779,640x480,Expert_Anna,0.1109,0.6
img_0161.jpg,Кошка,0.0277,0.9273,0.0451,640x480,Expert_Bob,0.0727,0.4459
img_0162.jpg,Кошка,0.062,0.8893,0.0487,640x480,Intern_Vasya,0.1107,0.6116
img_0163.jpg,Кошка,0.2985,0.3317,0.3697,1920x1080,Expert_Bob,0.6303,1.5795
img_0164.jpg,Собака,0.878,0.06,0.062,800x600,Intern_Vasya,0.122,0.6571
img_0165.jpg,Кошка,0.0524,0.0604,0.8872,800x600,Intern_Vasya,0.1128,0.6207
img_0166.jpg,Собака,0.943,0.0133,0.0438,640x480,Expert_Anna,0.057,0.3604
img_0167.jpg,Собака,0.3179,0.307,0.3751,640x480,Intern_Vasya,0.6249,1.5793
img_0168.jpg,Кошка,0.3213,0.3389,0.3398,640x480,Expert_Anna,0.6602,1.5845
img_0169.jpg,Собака,0.9229,0.018,0.0591,800x600,Expert_Anna,0.0771,0.4523
img_0170.jpg,Кошка,0.0809,0.8965,0.0226,800x600,Expert_Bob,0.1035,0.5584
img_0171.jpg,Собака,0.0439,0.8929,0.0632,640x480,Expert_Bob,0.1071,0.5957
img_0172.jpg,Кошка,0.104,0.8629,0.033,640x480,Intern_Vasya,0.1371,0.6856
img_0173.jpg,Мышь,0.0267,0.0361,0.9373,640x480,Expert_Bob,0.0627,0.4001
img_0174.jpg,Собака,0.0379,0.8658,0.0963,640x480,Expert_Bob,0.1342,0.6841
img_0175.jpg,Собака,0.8496,0.0486,0.1018,1920x1080,Expert_Bob,0.1504,0.7474
img_0176.jpg,Кошка,0.0421,0.8772,0.0807,800x600,Intern_Vasya,0.1228,0.6513
img_0177.jpg,Кошка,0.0308,0.9043,0.065,1920x1080,Expert_Bob,0.0957,0.5422
img_0178.jpg,Кошка,0.0577,0.9085,0.0338,1920x1080,Expert_Bob,0.0915,0.5284
img_0179.jpg,Кошка,0.0276,0.9227,0.0497,640x480,Intern_Vasya,0.0773,0.4653
img_0180.jpg,Кошка,0.0334,0.8983,0.0683,640x480,Expert_Anna,0.1017,0.5672
img_0181.jpg,Собака,0.348,0.3143,0.3377,800x600,Intern_Vasya,0.652,1.5837
img_0182.jpg,Кошка,0.3537,0.3133,0.3329,640x480,Intern_Vasya,0.6463,1.5832
img_0183.jpg,Собака,0.3029,0.3059,0.3912,1920x1080,Expert_Bob,0.6088,1.5744
img_0184.jpg,Собака,0.3158,0.3752,0.309,800x600,Intern_Vasya,0.6248,1.5793
img_0185.jpg,Кошка,0.0696,0.8683,0.0621,640x480,Expert_Bob,0.1317,0.6935
img_0186.jpg,Собака,0.3152,0.3188,0.366,800x600,Expert_Bob,0.634,1.5815
img_0187.jpg,Кошка,0.0811,0.8986,0.0203,800x600,Expert_Anna,0.1014,0.5467
img_0188.jpg,Собака,0.957,0.0268,0.0163,1920x1080,Intern_Vasya,0.043,0.2974
img_0189.jpg,Кошка,0.3356,0.3721,0.2923,1920x1080,Expert_Anna,0.6279,1.578
img_0190.jpg,Собака,0.9402,0.0318,0.028,640x480,Intern_Vasya,0.0598,0.3863
img_0191.jpg,Мышь,0.0816,0.0684,0.85,800x600,Expert_Anna,0.15,0.759
img_0192.jpg,Кошка,0.0842,0.8367,0.0791,800x600,Expert_Anna,0.1633,0.8053
img_0193.jpg,Собака,0.3295,0.3488,0.3217,1920x1080,Expert_Bob,0.6512,1.5841
img_0194.jpg,Собака,0.9185,0.0523,0.0292,800x600,Intern_Vasya,0.0815,0.4842
img_0195.jpg,Кошка,0.3081,0.3332,0.3587,800x600,Expert_Anna,0.6413,1.5822
img_0196.jpg,Кошка,0.0613,0.8511,0.0876,800x600,Expert_Bob,0.1489,0.7526
img_0197.jpg,Собака,0.8982,0.0221,0.0797,1920x1080,Expert_Bob,0.1018,0.5515
img_0198.jpg,Кошка,0.0599,0.8564,0.0837,1920x1080,Expert_Bob,0.1436,0.7343
img_0199.jpg,Собака,0.8806,0.0353,0.084,640x480,Expert_Anna,0.1194,0.632
img_0200.jpg,Собака,0.0604,0.852,0.0876,800x600,Expert_Anna,0.148,0.7492
img_0201.jpg,Мышь,0.0904,0.0215,0.8881,800x600,Intern_Vasya,0.1119,0.5846
img_0202.jpg,Кошка,0.3248,0.3756,0.2997,640x480,Expert_Bob,0.6244,1.5786
img_0203.jpg,Собака,0.8602,0.07,0.0698,640x480,Expert_Bob,0.1398,0.7235
img_0204.jpg,Собака,0.3498,0.3447,0.3055,640x480,Intern_Vasya,0.6502,1.5824
img_0205.jpg,Собака,0.3166,0.3102,0.3732,640x480,Expert_Anna,0.6268,1.5799
img_0206.jpg,Собака,0.9094,0.0428,0.0479,1920x1080,Expert_Anna,0.0906,0.5292
img_0207.jpg,Кошка,0.0239,0.9203,0.0558,800x600,Expert_Bob,0.0797,0.4713
img_0208.jpg,Кошка,0.0115,0.8958,0.0927,1920x1080,Expert_Anna,0.1042,0.5344
img_0209.jpg,Собака,0.8326,0.0934,0.074,800x600,Expert_Anna,0.1674,0.8175
img_0210.jpg,Кошка,0.058,0.0606,0.8814,640x480,Intern_Vasya,0.1186,0.6439
img_0211.jpg,Кошка,0.0933,0.0925,0.8143,800x600,Expert_Anna,0.1857,0.8783
img_0212.jpg,Кошка,0.3622,0.3578,0.2799,800x600,Expert_Anna,0.6378,1.5754
img_0213.jpg,Собака,0.8629,0.0835,0.0536,800x600,Intern_Vasya,0.1371,0.709
img_0214.jpg,Кошка,0.0442,0.9171,0.0387,800x600,Expert_Bob,0.0829,0.495
img_0215.jpg,Собака,0.3037,0.3501,0.3463,640x480,Expert_Bob,0.6499,1.5821
img_0216.jpg,Кошка,0.0605,0.8969,0.0426,800x600,Expert_Bob,0.1031,0.5796
img_0217.jpg,Собака,0.9163,0.0524,0.0312,800x600,Intern_Vasya,0.0837,0.4945
img_0218.jpg,Собака,0.9159,0.0269,0.0571,1920x1080,Expert_Anna,0.0841,0.4922
img_0219.jpg,Мышь,0.8977,0.0416,0.0607,640x480,Intern_Vasya,0.1023,0.576
img_0220.jpg,Мышь,0.9112,0.0647,0.0241,640x480,Expert_Bob,0.0888,0.5074
img_0221.jpg,Кошка,0.3223,0.3623,0.3154,1920x1080,Expert_Bob,0.6377,1.5822
img_0222.jpg,Кошка,0.1022,0.8327,0.0651,800x600,Expert_Anna,0.1673,0.8128
img_0223.jpg,Мышь,0.082,0.0306,0.8875,800x600,Expert_Anna,0.1125,0.6026
img_0224.jpg,Собака,0.9324,0.0137,0.0539,800x600,Intern_Vasya,0.0676,0.4061
img_0225.jpg,Собака,0.8732,0.0775,0.0493,800x600,Intern_Vasya,0.1268,0.6708
img_0226.jpg,Собака,0.3273,0.3334,0.3393,800x600,Intern_Vasya,0.6607,1.5848
img_0227.jpg,Собака,0.8958,0.0241,0.0801,800x600,Expert_Bob,0.1042,0.5635
img_0228.jpg,Собака,0.3242,0.3239,0.3519,640x480,Expert_Anna,0.6481,1.5839
img_0229.jpg,Кошка,0.0465,0.9296,0.0239,800x600,Expert_Anna,0.0704,0.4325
img_0230.jpg,Собака,0.9521,0.014,0.0338,800x600,Intern_Vasya,0.0479,0.3188
img_0231.jpg,Собака,0.9683,0.012,0.0197,800x600,Intern_Vasya,0.0317,0.2332
img_0232.jpg,Собака,0.891,0.0748,0.0342,640x480,Expert_Bob,0.109,0.5947
img_0233.jpg,Собака,0.0296,0.8896,0.0808,640x480,Expert_Anna,0.1104,0.5937
img_0234.jpg,Кошка,0.0492,0.9202,0.0306,1920x1080,Intern_Vasya,0.0798,0.4781
img_0235.jpg,Собака,0.9668,0.0129,0.0204,1920x1080,Expert_Bob,0.0332,0.2426
img_0236.jpg,Кошка,0.3042,0.3317,0.3641,1920x1080,Expert_Bob,0.6359,1.5811
img_0237.jpg,Кошка,0.0481,0.868,0.0839,640x480,Expert_Bob,0.132,0.6878
img_0238.jpg,Собака,0.888,0.0461,0.0659,800x600,Expert_Anna,0.112,0.6154
img_0239.jpg,Собака,0.8923,0.0473,0.0603,1920x1080,Intern_Vasya,0.1077,0.5992
img_0240.jpg,Кошка,0.0381,0.0995,0.8624,1920x1080,Expert_Bob,0.1376,0.695
img_0241.jpg,Кошка,0.0806,0.0492,0.8702,800x600,Intern_Vasya,0.1298,0.6812
img_0242.jpg,Собака,0.9513,0.0127,0.036,640x480,Expert_Bob,0.0487,0.3212
img_0243.jpg,Кошка,0.0639,0.9146,0.0215,640x480,Expert_Bob,0.0854,0.4904
img_0244.jpg,Кошка,0.101,0.8729,0.0261,800x600,Expert_Bob,0.1271,0.6425
img_0245.jpg,Собака,0.2951,0.3994,0.3055,800x600,Expert_Bob,0.6006,1.5711
img_0246.jpg,Кошка,0.0607,0.034,0.9054,640x480,Expert_Anna,0.0946,0.541
img_0247.jpg,Кошка,0.0919,0.8962,0.0119,800x600,Expert_Anna,0.1038,0.5343
img_0248.jpg,Собака,0.8571,0.0831,0.0598,800x600,Expert_Bob,0.1429,0.7319
img_0249.jpg,Мышь,0.3379,0.2999,0.3622,640x480,Expert_Anna,0.6378,1.5807
img_0250.jpg,Собака,0.8888,0.0489,0.0623,640x480,Intern_Vasya,0.1112,0.6136
img_0251.jpg,Собака,0.9069,0.0758,0.0173,800x600,Expert_Anna,0.0931,0.5112
img_0252.jpg,Кошка,0.0343,0.9273,0.0385,640x480,Expert_Anna,0.0727,0.4488
img_0253.jpg,Собака,0.349,0.3171,0.3339,1920x1080,Expert_Anna,0.651,1.5839
img_0254.jpg,Собака,0.0486,0.8645,0.0868,800x600,Intern_Vasya,0.1355,0.6997
img_0255.jpg,Кошка,0.3347,0.3254,0.3399,800x600,Intern_Vasya,0.6601,1.5847
img_0256.jpg,Кошка,0.0616,0.8854,0.053,800x600,Intern_Vasya,0.1146,0.6278
img_0257.jpg,Кошка,0.3227,0.378,0.2993,640x480,Expert_Anna,0.622,1.578
img_0258.jpg,Кошка,0.0167,0.9288,0.0545,640x480,Expert_Bob,0.0712,0.4263
img_0259.jpg,Мышь,0.3235,0.3146,0.3619,800x600,Expert_Anna,0.6381,1.5823
img_0260.jpg,Кошка,0.3506,0.3501,0.2992,1920x1080,Expert_Bob,0.6494,1.5811
img_0261.jpg,Собака,0.9413,0.0411,0.0176,1920x1080,Expert_Anna,0.0587,0.374
img_0262.jpg,Собака,0.8515,0.0974,0.0511,800x600,Expert_Bob,0.1485,0.744
img_0263.jpg,Собака,0.8529,0.0792,0.0679,800x600,Intern_Vasya,0.1471,0.749
img_0264.jpg,Кошка,0.0691,0.8448,0.0862,1920x1080,Expert_Anna,0.1552,0.7768
img_0265.jpg,Кошка,0.0477,0.8649,0.0873,640x480,Expert_Anna,0.1351,0.6976
img_0266.jpg,Собака,0.8334,0.0734,0.0932,1920x1080,Expert_Bob,0.1666,0.8148
img_0267.jpg,Кошка,0.0607,0.9263,0.013,640x480,Expert_Anna,0.0737,0.4291
img_0268.jpg,Кошка,0.033,0.8795,0.0875,800x600,Intern_Vasya,0.1205,0.6329
img_0269.jpg,Кошка,0.0527,0.8612,0.0861,800x600,Intern_Vasya,0.1388,0.714
img_0270.jpg,Собака,0.0853,0.8505,0.0642,640x480,Expert_Bob,0.1495,0.7559
img_0271.jpg,Собака,0.9061,0.0177,0.0762,800x600,Expert_Bob,0.0939,0.5149
