id_объекта,истинный_класс,prob_Собака,prob_Кошка,prob_Мышь,разрешение,разметчик
img_0071.jpg,Кошка,0.3561,0.3272,0.3167,1920x1080,Expert_Bob
img_0072.jpg,Собака,0.074,0.8599,0.0662,1920x1080,Intern_Vasya
img_0073.jpg,Кошка,0.3652,0.3205,0.3143,800x600,Intern_Vasya
img_0074.jpg,Кошка,0.0201,0.9656,0.0144,800x600,Expert_Anna
img_0075.jpg,Кошка,0.0634,0.8685,0.0681,800x600,Expert_Bob
img_0076.jpg,Собака,0.2919,0.383,0.3251,800x600,Expert_Bob
img_0077.jpg,Кошка,0.0233,0.062,0.9147,1920x1080,Expert_Bob
img_0078.jpg,Кошка,0.0673,0.9178,0.0149,1920x1080,Expert_Anna
img_0079.jpg,Кошка,0.0524,0.8803,0.0673,1920x1080,Expert_Bob
img_0080.jpg,Кошка,0.0596,0.0413,0.8991,800x600,Expert_Bob
img_0081.jpg,Собака,0.0474,0.9409,0.0118,640x480,Expert_Bob
img_0082.jpg,Кошка,0.086,0.0733,0.8407,640x480,Intern_Vasya
img_0083.jpg,Собака,0.0236,0.9181,0.0583,800x600,Intern_Vasya
img_0084.jpg,Собака,0.0628,0.8504,0.0868,800x600,Expert_Anna
img_0085.jpg,Кошка,0.3326,0.3482,0.3192,1920x1080,Expert_Bob
img_0086.jpg,Собака,0.8697,0.0455,0.0847,800x600,Expert_Anna
img_0087.jpg,Кошка,0.0205,0.0142,0.9653,640x480,Expert_Bob
img_0088.jpg,Собака,0.0744,0.9065,0.0191,1920x1080,Expert_Anna
img_0089.jpg,Кошка,0.0552,0.0268,0.918,1920x1080,Expert_Anna
img_0090.jpg,Собака,0.9147,0.0705,0.0148,800x600,Expert_Anna
img_0091.jpg,Кошка,0.0615,0.8578,0.0807,800x600,Intern_Vasya
img_0092.jpg,Собака,0.9053,0.0184,0.0763,640x480,Expert_Anna
img_0093.jpg,Кошка,0.0608,0.0918,0.8474,640x480,Intern_Vasya
img_0094.jpg,Собака,0.8987,0.047,0.0543,800x600,Expert_Bob
img_0095.jpg,Кошка,0.2963,0.3591,0.3446,1920x1080,Expert_Bob
img_0096.jpg,Собака,0.9579,0.0194,0.0227,1920x1080,Expert_Bob
img_0097.jpg,Кошка,0.0195,0.0752,0.9054,800x600,Intern_Vasya
img_0098.jpg,Кошка,0.0904,0.0127,0.8969,1920x1080,Expert_Anna
img_0099.jpg,Мышь,0.874,0.0657,0.0602,800x600,Expert_Anna
img_0100.jpg,Собака,0.0806,0.882,0.0374,800x600,Intern_Vasya
img_0101.jpg,Кошка,0.0747,0.0795,0.8458,800x600,Expert_Anna
img_0102.jpg,Кошка,0.041,0.9207,0.0383,1920x1080,Expert_Bob
img_0103.jpg,Собака,0.0787,0.8513,0.07,800x600,Expert_Bob
img_0104.jpg,Собака,0.29,0.3798,0.3302,1920x1080,Expert_Anna
img_0105.jpg,Собака,0.871,0.0387,0.0903,800x600,Expert_Bob
img_0106.jpg,Кошка,0.0114,0.095,0.8936,800x600,Expert_Bob
img_0107.jpg,Кошка,0.0887,0.8541,0.0572,640x480,Expert_Bob
img_0108.jpg,Кошка,0.0495,0.9116,0.0389,800x600,Expert_Anna
img_0109.jpg,Кошка,0.0796,0.0832,0.8372,1920x1080,Expert_Anna
img_0110.jpg,Кошка,0.0546,0.8858,0.0596,800x600,Expert_Bob
img_0111.jpg,Кошка,0.0959,0.8822,0.0219,800x600,Intern_Vasya
img_0112.jpg,Собака,0.9059,0.0729,0.0212,800x600,Expert_Anna
img_0113.jpg,Кошка,0.0714,0.0162,0.9124,640x480,Intern_Vasya
img_0114.jpg,Кошка,0.2985,0.3092,0.3923,1920x1080,Expert_Bob
img_0115.jpg,Собака,0.0395,0.8854,0.0751,800x600,Intern_Vasya
img_0116.jpg,Собака,0.103,0.8512,0.0458,640x480,Expert_Bob
img_0117.jpg,Кошка,0.3487,0.3371,0.3143,800x600,Expert_Bob
img_0118.jpg,Кошка,0.0966,0.8461,0.0573,1920x1080,Expert_Bob
img_0119.jpg,Кошка,0.0583,0.9186,0.0231,640x480,Expert_Anna
img_0120.jpg,Кошка,0.0614,0.8824,0.0561,640x480,Expert_Anna
img_0121.jpg,Собака,0.8718,0.037,0.0912,640x480,Intern_Vasya
img_0122.jpg,Кошка,0.0965,0.8064,0.0971,800x600,Intern_Vasya
img_0123.jpg,Собака,0.8384,0.0592,0.1023,640x480,Expert_Anna
img_0124.jpg,Кошка,0.0577,0.8872,0.0551,640x480,Intern_Vasya
img_0125.jpg,Кошка,0.0692,0.8675,0.0633,1920x1080,Intern_Vasya
img_0126.jpg,Собака,0.0823,0.8858,0.0319,1920x1080,Expert_Anna
img_0127.jpg,Собака,0.0894,0.8454,0.0652,640x480,Expert_Anna
img_0128.jpg,Собака,0.0275,0.9298,0.0427,640x480,Expert_Anna
img_0129.jpg,Кошка,0.0162,0.8896,0.0942,800x600,Expert_Anna
img_0130.jpg,Собака,0.3284,0.3159,0.3557,1920x1080,Expert_Bob
img_0131.jpg,Собака,0.064,0.8539,0.0821,640x480,Intern_Vasya
img_0132.jpg,Собака,0.8622,0.0738,0.0639,1920x1080,Expert_Bob
img_0133.jpg,Собака,0.8875,0.097,0.0155,640x480,Intern_Vasya
img_0134.jpg,Кошка,0.0459,0.0868,0.8672,800x600,Intern_Vasya
img_0135.jpg,Кошка,0.0594,0.0415,0.8991,800x600,Intern_Vasya
img_0136.jpg,Собака,0.8954,0.0548,0.0497,800x600,Expert_Bob
img_0137.jpg,Собака,0.8527,0.0757,0.0716,640x480,Expert_Bob
img_0138.jpg,Кошка,0.0861,0.8456,0.0684,640x480,Expert_Anna
img_0139.jpg,Собака,0.9087,0.0356,0.0557,800x600,Expert_Anna
img_0140.jpg,Собака,0.907,0.0631,0.0299,640x480,Expert_Anna
img_0141.jpg,Собака,0.9369,0.0427,0.0204,640x480,Expert_Anna
img_0142.jpg,Кошка,0.0528,0.8943,0.0528,800x600,Expert_Bob
img_0143.jpg,Кошка,0.0582,0.8551,0.0867,1920x1080,Expert_Bob
img_0144.jpg,Собака,0.3115,0.311,0.3775,640x480,Expert_Anna
img_0145.jpg,Кошка,0.3408,0.3591,0.3002,800x600,Expert_Bob
img_0146.jpg,Собака,0.9452,0.0117,0.0431,800x600,Expert_Bob
img_0147.jpg,Кошка,0.3119,0.3261,0.362,640x480,Expert_Anna
img_0148.jpg,Собака,0.8649,0.0556,0.0796,800x600,Expert_Anna
img_0149.jpg,Собака,0.313,0.3441,0.3429,800x600,Intern_Vasya
img_0150.jpg,Собака,0.8518,0.0937,0.0545,1920x1080,Intern_Vasya
img_0151.jpg,Кошка,0.0507,0.097,0.8522,640x480,Intern_Vasya
img_0152.jpg,Кошка,0.0738,0.9077,0.0185,800x600,Expert_Anna
img_0153.jpg,Кошка,0.0223,0.9544,0.0233,800x600,Expert_Bob
img_0154.jpg,Собака,0.871,0.0402,0.0888,800x600,Expert_Bob
img_0155.jpg,Собака,0.0774,0.8924,0.0302,800x600,Expert_Bob
img_0156.jpg,Кошка,0.029,0.9411,0.0299,640x480,Intern_Vasya
img_0157.jpg,Собака,0.0227,0.9462,0.0311,1920x1080,Intern_Vasya
img_0158.jpg,Собака,0.0542,0.9326,0.0133,1920x1080,Expert_Anna
img_0159.jpg,Кошка,0.0589,0.8627,0.0784,1920x1080,Intern_Vasya
img_0160.jpg,Собака,0.8891,0.033,0.0779,640x480,Expert_Anna
img_0161.jpg,Кошка,0.0277,0.9273,0.0451,640x480,Expert_Bob
img_0162.jpg,Кошка,0.062,0.8893,0.0487,640x480,Intern_Vasya
img_0163.jpg,Кошка,0.2985,0.3317,0.3697,1920x1080,Expert_Bob
img_0164.jpg,Собака,0.878,0.06,0.062,800x600,Intern_Vasya
img_0165.jpg,Кошка,0.0524,0.0604,0.8872,800x600,Intern_Vasya
img_0166.jpg,Собака,0.943,0.0133,0.0438,640x480,Expert_Anna
img_0167.jpg,Собака,0.3179,0.307,0.3751,640x480,Intern_Vasya
img_0168.jpg,Кошка,0.3213,0.3389,0.3398,640x480,Expert_Anna
img_0169.jpg,Собака,0.9229,0.018,0.0591,800x600,Expert_Anna
img_0170.jpg,Кошка,0.0809,0.8965,0.0226,800x600,Expert_Bob
img_0171.jpg,Собака,0.0439,0.8929,0.0632,640x480,Expert_Bob
img_0172.jpg,Кошка,0.104,0.8629,0.033,640x480,Intern_Vasya
img_0173.jpg,Мышь,0.0267,0.0361,0.9373,640x480,Expert_Bob
img_0174.jpg,Собака,0.0379,0.8658,0.0963,640x480,Expert_Bob
img_0175.jpg,Собака,0.8496,0.0486,0.1018,1920x1080,Expert_Bob
img_0176.jpg,Кошка,0.0421,0.8772,0.0807,800x600,Intern_Vasya
img_0177.jpg,Кошка,0.0308,0.9043,0.065,1920x1080,Expert_Bob
img_0178.jpg,Кошка,0.0577,0.9085,0.0338,1920x1080,Expert_Bob
img_0179.jpg,Кошка,0.0276,0.9227,0.0497,640x480,Intern_Vasya
img_0180.jpg,Кошка,0.0334,0.8983,0.0683,640x480,Expert_Anna
img_0181.jpg,Собака,0.348,0.3143,0.3377,800x600,Intern_Vasya
img_0182.jpg,Кошка,0.3537,0.3133,0.3329,640x480,Intern_Vasya
img_0183.jpg,Собака,0.3029,0.3059,0.3912,1920x1080,Expert_Bob
img_0184.jpg,Собака,0.3158,0.3752,0.309,800x600,Intern_Vasya
img_0185.jpg,Кошка,0.0696,0.8683,0.0621,640x480,Expert_Bob
img_0186.jpg,Собака,0.3152,0.3188,0.366,800x600,Expert_Bob
img_0187.jpg,Кошка,0.0811,0.8986,0.0203,800x600,Expert_Anna
img_0188.jpg,Собака,0.957,0.0268,0.0163,1920x1080,Intern_Vasya
img_0189.jpg,Кошка,0.3356,0.3721,0.2923,1920x1080,Expert_Anna
img_0190.jpg,Собака,0.9402,0.0318,0.028,640x480,Intern_Vasya
img_0191.jpg,Мышь,0.0816,0.0684,0.85,800x600,Expert_Anna
img_0192.jpg,Кошка,0.0842,0.8367,0.0791,800x600,Expert_Anna
img_0193.jpg,Собака,0.3295,0.3488,0.3217,1920x1080,Expert_Bob
img_0194.jpg,Собака,0.9185,0.0523,0.0292,800x600,Intern_Vasya
img_0195.jpg,Кошка,0.3081,0.3332,0.3587,800x600,Expert_Anna
img_0196.jpg,Кошка,0.0613,0.8511,0.0876,800x600,Expert_Bob
img_0197.jpg,Собака,0.8982,0.0221,0.0797,1920x1080,Expert_Bob
img_0198.jpg,Кошка,0.0599,0.8564,0.0837,1920x1080,Expert_Bob
img_0199.jpg,Собака,0.8806,0.0353,0.084,640x480,Expert_Anna
img_0200.jpg,Собака,0.0604,0.852,0.0876,800x600,Expert_Anna
img_0201.jpg,Мышь,0.0904,0.0215,0.8881,800x600,Intern_Vasya
img_0202.jpg,Кошка,0.3248,0.3756,0.2997,640x480,Expert_Bob
img_0203.jpg,Собака,0.8602,0.07,0.0698,640x480,Expert_Bob
img_0204.jpg,Собака,0.3498,0.3447,0.3055,640x480,Intern_Vasya
img_0205.jpg,Собака,0.3166,0.3102,0.3732,640x480,Expert_Anna
img_0206.jpg,Собака,0.9094,0.0428,0.0479,1920x1080,Expert_Anna
img_0207.jpg,Кошка,0.0239,0.9203,0.0558,800x600,Expert_Bob
img_0208.jpg,Кошка,0.0115,0.8958,0.0927,1920x1080,Expert_Anna
img_0209.jpg,Собака,0.8326,0.0934,0.074,800x600,Expert_Anna
img_0210.jpg,Кошка,0.058,0.0606,0.8814,640x480,Intern_Vasya
img_0211.jpg,Кошка,0.0933,0.0925,0.8143,800x600,Expert_Anna
img_0212.jpg,Кошка,0.3622,0.3578,0.2799,800x600,Expert_Anna
img_0213.jpg,Собака,0.8629,0.0835,0.0536,800x600,Intern_Vasya
img_0214.jpg,Кошка,0.0442,0.9171,0.0387,800x600,Expert_Bob
img_0215.jpg,Собака,0.3037,0.3501,0.3463,640x480,Expert_Bob
img_0216.jpg,Кошка,0.0605,0.8969,0.0426,800x600,Expert_Bob
img_0217.jpg,Собака,0.9163,0.0524,0.0312,800x600,Intern_Vasya
img_0218.jpg,Собака,0.9159,0.0269,0.0571,1920x1080,Expert_Anna
img_0219.jpg,Мышь,0.8977,0.0416,0.0607,640x480,Intern_Vasya
img_0220.jpg,Мышь,0.9112,0.0647,0.0241,640x480,Expert_Bob
img_0221.jpg,Кошка,0.3223,0.3623,0.3154,1920x1080,Expert_Bob
img_0222.jpg,Кошка,0.1022,0.8327,0.0651,800x600,Expert_Anna
img_0223.jpg,Мышь,0.082,0.0306,0.8875,800x600,Expert_Anna
img_0224.jpg,Собака,0.9324,0.0137,0.0539,800x600,Intern_Vasya
img_0225.jpg,Собака,0.8732,0.0775,0.0493,800x600,Intern_Vasya
img_0226.jpg,Собака,0.3273,0.3334,0.3393,800x600,Intern_Vasya
img_0227.jpg,Собака,0.8958,0.0241,0.0801,800x600,Expert_Bob
img_0228.jpg,Собака,0.3242,0.3239,0.3519,640x480,Expert_Anna
img_0229.jpg,Кошка,0.0465,0.9296,0.0239,800x600,Expert_Anna
img_0230.jpg,Собака,0.9521,0.014,0.0338,800x600,Intern_Vasya
img_0231.jpg,Собака,0.9683,0.012,0.0197,800x600,Intern_Vasya
img_0232.jpg,Собака,0.891,0.0748,0.0342,640x480,Expert_Bob
img_0233.jpg,Собака,0.0296,0.8896,0.0808,640x480,Expert_Anna
img_0234.jpg,Кошка,0.0492,0.9202,0.0306,1920x1080,Intern_Vasya
img_0235.jpg,Собака,0.9668,0.0129,0.0204,1920x1080,Expert_Bob
img_0236.jpg,Кошка,0.3042,0.3317,0.3641,1920x1080,Expert_Bob
img_0237.jpg,Кошка,0.0481,0.868,0.0839,640x480,Expert_Bob
img_0238.jpg,Собака,0.888,0.0461,0.0659,800x600,Expert_Anna
img_0239.jpg,Собака,0.8923,0.0473,0.0603,1920x1080,Intern_Vasya
img_0240.jpg,Кошка,0.0381,0.0995,0.8624,1920x1080,Expert_Bob
img_0241.jpg,Кошка,0.0806,0.0492,0.8702,800x600,Intern_Vasya
img_0242.jpg,Собака,0.9513,0.0127,0.036,640x480,Expert_Bob
img_0243.jpg,Кошка,0.0639,0.9146,0.0215,640x480,Expert_Bob
img_0244.jpg,Кошка,0.101,0.8729,0.0261,800x600,Expert_Bob
img_0245.jpg,Собака,0.2951,0.3994,0.3055,800x600,Expert_Bob
img_0246.jpg,Кошка,0.0607,0.034,0.9054,640x480,Expert_Anna
img_0247.jpg,Кошка,0.0919,0.8962,0.0119,800x600,Expert_Anna
img_0248.jpg,Собака,0.8571,0.0831,0.0598,800x600,Expert_Bob
img_0249.jpg,Мышь,0.3379,0.2999,0.3622,640x480,Expert_Anna
img_0250.jpg,Собака,0.8888,0.0489,0.0623,640x480,Intern_Vasya
img_0251.jpg,Собака,0.9069,0.0758,0.0173,800x600,Expert_Anna
img_0252.jpg,Кошка,0.0343,0.9273,0.0385,640x480,Expert_Anna
img_0253.jpg,Собака,0.349,0.3171,0.3339,1920x1080,Expert_Anna
img_0254.jpg,Собака,0.0486,0.8645,0.0868,800x600,Intern_Vasya
img_0255.jpg,Кошка,0.3347,0.3254,0.3399,800x600,Intern_Vasya
img_0256.jpg,Кошка,0.0616,0.8854,0.053,800x600,Intern_Vasya
img_0257.jpg,Кошка,0.3227,0.378,0.2993,640x480,Expert_Anna
img_0258.jpg,Кошка,0.0167,0.9288,0.0545,640x480,Expert_Bob
img_0259.jpg,Мышь,0.3235,0.3146,0.3619,800x600,Expert_Anna
img_0260.jpg,Кошка,0.3506,0.3501,0.2992,1920x1080,Expert_Bob
img_0261.jpg,Собака,0.9413,0.0411,0.0176,1920x1080,Expert_Anna
img_0262.jpg,Собака,0.8515,0.0974,0.0511,800x600,Expert_Bob
img_0263.jpg,Собака,0.8529,0.0792,0.0679,800x600,Intern_Vasya
img_0264.jpg,Кошка,0.0691,0.8448,0.0862,1920x1080,Expert_Anna
img_0265.jpg,Кошка,0.0477,0.8649,0.0873,640x480,Expert_Anna
img_0266.jpg,Собака,0.8334,0.0734,0.0932,1920x1080,Expert_Bob
img_0267.jpg,Кошка,0.0607,0.9263,0.013,640x480,Expert_Anna
img_0268.jpg,Кошка,0.033,0.8795,0.0875,800x600,Intern_Vasya
img_0269.jpg,Кошка,0.0527,0.8612,0.0861,800x600,Intern_Vasya
img_0270.jpg,Собака,0.0853,0.8505,0.0642,640x480,Expert_Bob
img_0271.jpg,Собака,0.9061,0.0177,0.0762,800x600,Expert_Bob
img_0272.jpg,Собака,0.9433,0.0166,0.0401,800x600,Intern_Vasya
img_0273.jpg,Собака,0.3508,0.3145,0.3347,1920x1080,Intern_Vasya
img_0274.jpg,Собака,0.893,0.0726,0.0344,640x480,Intern_Vasya
img_0275.jpg,Мышь,0.8995,0.0119,0.0886,640x480,Expert_Bob
img_0276.jpg,Кошка,0.0906,0.0785,0.8309,1920x1080,Intern_Vasya
img_0277.jpg,Кошка,0.0752,0.8742,0.0506,1920x1080,Intern_Vasya
img_0278.jpg,Собака,0.3302,0.3491,0.3207,640x480,Intern_Vasya
img_0279.jpg,Кошка,0.3193,0.3296,0.3511,640x480,Intern_Vasya
img_0280.jpg,Собака,0.3302,0.3271,0.3427,1920x1080,Intern_Vasya
img_0281.jpg,Собака,0.9227,0.0419,0.0354,800x600,Expert_Bob
img_0282.jpg,Кошка,0.0124,0.9356,0.052,1920x1080,Intern_Vasya
img_0283.jpg,Кошка,0.0638,0.8507,0.0856,640x480,Expert_Bob
img_0284.jpg,Кошка,0.0166,0.9014,0.082,800x600,Expert_Bob
img_0285.jpg,Кошка,0.0489,0.9276,0.0235,1920x1080,Expert_Bob
img_0286.jpg,Мышь,0.0296,0.0911,0.8793,1920x1080,Intern_Vasya
img_0287.jpg,Кошка,0.0604,0.0331,0.9064,640x480,Expert_Bob
img_0288.jpg,Собака,0.8695,0.086,0.0445,800x600,Intern_Vasya
img_0289.jpg,Собака,0.8438,0.0764,0.0798,640x480,Intern_Vasya
img_0290.jpg,Собака,0.8827,0.0432,0.0741,640x480,Expert_Bob
img_0291.jpg,Собака,0.8812,0.0873,0.0316,1920x1080,Intern_Vasya
img_0292.jpg,Кошка,0.0622,0.8715,0.0663,640x480,Expert_Anna
img_0293.jpg,Кошка,0.3763,0.3239,0.2998,800x600,Intern_Vasya
img_0294.jpg,Собака,0.8386,0.0844,0.077,1920x1080,Expert_Anna
img_0295.jpg,Кошка,0.0715,0.91,0.0185,800x600,Expert_Anna
img_0296.jpg,Собака,0.043,0.8829,0.0742,1920x1080,Expert_Bob
img_0297.jpg,Собака,0.3038,0.329,0.3673,640x480,Intern_Vasya
img_0298.jpg,Кошка,0.0175,0.9258,0.0567,640x480,Intern_Vasya
img_0299.jpg,Собака,0.8809,0.0799,0.0392,1920x1080,Expert_Bob
img_0300.jpg,Кошка,0.0582,0.0325,0.9093,800x600,Expert_Anna
img_0301.jpg,Кошка,0.0634,0.8559,0.0806,800x600,Expert_Anna
img_0302.jpg,Кошка,0.0794,0.8543,0.0663,640x480,Expert_Bob
img_0303.jpg,Кошка,0.0728,0.0227,0.9044,800x600,Expert_Anna
img_0304.jpg,Собака,0.8908,0.087,0.0223,1920x1080,Expert_Bob
img_0305.jpg,Собака,0.8986,0.0229,0.0784,640x480,Intern_Vasya
img_0306.jpg,Мышь,0.0566,0.0108,0.9326,800x600,Expert_Anna
img_0307.jpg,Мышь,0.3645,0.3405,0.295,1920x1080,Expert_Anna
img_0308.jpg,Кошка,0.0693,0.8478,0.0829,640x480,Expert_Anna
img_0309.jpg,Кошка,0.0755,0.8316,0.0929,1920x1080,Intern_Vasya
img_0310.jpg,Собака,0.0629,0.919,0.0181,1920x1080,Expert_Anna
img_0311.jpg,Кошка,0.365,0.3106,0.3245,1920x1080,Intern_Vasya
img_0312.jpg,Кошка,0.0736,0.8641,0.0623,800x600,Expert_Anna
img_0313.jpg,Кошка,0.0578,0.8645,0.0776,800x600,Expert_Anna
img_0314.jpg,Собака,0.9049,0.0743,0.0208,1920x1080,Intern_Vasya
img_0315.jpg,Собака,0.9458,0.0127,0.0414,800x600,Intern_Vasya
img_0316.jpg,Кошка,0.0808,0.8681,0.0511,1920x1080,Intern_Vasya
img_0317.jpg,Собака,0.366,0.3206,0.3134,640x480,Intern_Vasya
img_0318.jpg,Собака,0.2919,0.3639,0.3441,1920x1080,Expert_Anna
img_0319.jpg,Мышь,0.9125,0.0172,0.0703,800x600,Intern_Vasya
img_0320.jpg,Собака,0.3112,0.39,0.2988,800x600,Expert_Anna
img_0321.jpg,Кошка,0.048,0.905,0.0469,1920x1080,Expert_Anna
img_0322.jpg,Собака,0.3149,0.3126,0.3726,640x480,Intern_Vasya
img_0323.jpg,Кошка,0.051,0.9155,0.0334,640x480,Intern_Vasya
img_0324.jpg,Собака,0.8961,0.0638,0.0401,800x600,Expert_Anna
img_0325.jpg,Кошка,0.0504,0.9241,0.0256,640x480,Intern_Vasya
img_0326.jpg,Кошка,0.0719,0.8506,0.0775,1920x1080,Expert_Bob
img_0327.jpg,Собака,0.9656,0.0216,0.0128,800x600,Expert_Bob
img_0328.jpg,Собака,0.3287,0.3556,0.3157,800x600,Expert_Bob
img_0329.jpg,Собака,0.9046,0.0218,0.0736,1920x1080,Intern_Vasya
img_0330.jpg,Кошка,0.0294,0.9541,0.0165,1920x1080,Expert_Anna
img_0331.jpg,Собака,0.3107,0.3744,0.3149,800x600,Expert_Anna
img_0332.jpg,Кошка,0.0541,0.9284,0.0175,640x480,Intern_Vasya
img_0333.jpg,Собака,0.9029,0.062,0.0351,800x600,Intern_Vasya
img_0334.jpg,Кошка,0.0881,0.8982,0.0137,640x480,Expert_Anna
img_0335.jpg,Мышь,0.2954,0.3195,0.3851,800x600,Expert_Anna
img_0336.jpg,Кошка,0.0223,0.9134,0.0642,640x480,Expert_Bob
