id_объекта,истинный_класс,prob_Собака,prob_Кошка,prob_Мышь,разрешение,разметчик,неуверенность,энтропия,предсказанный_класс,вероятность_ошибки_разметки,дубликат,дефицит_класса,полезность
img_0056.jpg,Собака,0.0304,0.8948,0.0748,1920x1080,Expert_Anna,0.1052,0.5765,Кошка,0.8948,False,0.6821,0.6398
img_0057.jpg,Собака,0.8625,0.073,0.0645,800x600,Expert_Anna,0.1375,0.7148,Собака,0.0,False,0.6821,0.3168
img_0058.jpg,Собака,0.9373,0.0322,0.0304,1920x1080,Expert_Bob,0.0627,0.4004,Собака,0.0,False,0.6821,0.2375
img_0059.jpg,Кошка,0.0418,0.0831,0.8752,1920x1080,Expert_Anna,0.1248,0.658,Мышь,0.8752,False,0.7276,0.6617
img_0060.jpg,Кошка,0.0583,0.8843,0.0574,1920x1080,Expert_Anna,0.1157,0.6326,Кошка,0.0,False,0.7276,0.3052
img_0061.jpg,Кошка,0.0726,0.0341,0.8932,1920x1080,Expert_Bob,0.1068,0.5865,Мышь,0.8932,False,0.7276,0.6508
img_0062.jpg,Собака,0.8364,0.0813,0.0823,800x600,Expert_Anna,0.1636,0.8064,Собака,0.0,False,0.6821,0.3399
img_0063.jpg,Собака,0.8936,0.0115,0.0948,800x600,Expert_Bob,0.1064,0.5413,Собака,0.0,False,0.6821,0.273
img_0064.jpg,Кошка,0.3338,0.3424,0.3238,800x600,Expert_Bob,0.6576,1.5846,Кошка,0.0,False,0.7276,0.5454
img_0065.jpg,Кошка,0.3085,0.3275,0.364,640x480,Intern_Vasya,0.636,1.5815,Мышь,0.364,False,0.7276,0.6902
img_0066.jpg,Кошка,0.0358,0.9084,0.0558,800x600,Expert_Anna,0.0916,0.5302,Кошка,0.0,False,0.7276,0.2793
img_0067.jpg,Мышь,0.0691,0.0583,0.8725,640x480,Expert_Anna,0.1275,0.6771,Мышь,0.0,False,6.2654,1.424
img_0068.jpg,Кошка,0.0883,0.8612,0.0505,640x480,Expert_Bob,0.1388,0.7124,Кошка,0.0,False,0.7276,0.3253
img_0069.jpg,Кошка,0.0753,0.0715,0.8532,1920x1080,Expert_Anna,0.1468,0.7485,Мышь,0.8532,False,0.7276,0.6757
img_0070.jpg,Мышь,0.0336,0.0764,0.89,1920x1080,Expert_Anna,0.11,0.5976,Мышь,0.0,False,6.2654,1.4039
img_0071.jpg,Кошка,0.3561,0.3272,0.3167,1920x1080,Expert_Bob,0.6439,1.5832,Собака,0.3561,False,0.7276,0.6875
img_0072.jpg,Собака,0.074,0.8599,0.0662,1920x1080,Intern_Vasya,0.1401,0.7245,Кошка,0.8599,False,0.6821,0.6632
img_0073.jpg,Кошка,0.3652,0.3205,0.3143,800x600,Intern_Vasya,0.6348,1.5817,Собака,0.3652,False,0.7276,0.6908
img_0074.jpg,Кошка,0.0201,0.9656,0.0144,800x600,Expert_Anna,0.0344,0.2502,Кошка,0.0,False,0.7276,0.2087
img_0075.jpg,Кошка,0.0634,0.8685,0.0681,800x600,Expert_Bob,0.1315,0.6929,Кошка,0.0,False,0.7276,0.3204
img_0076.jpg,Собака,0.2919,0.383,0.3251,800x600,Expert_Bob,0.617,1.5758,Кошка,0.383,False,0.6821,0.6873
img_0077.jpg,Кошка,0.0233,0.062,0.9147,1920x1080,Expert_Bob,0.0853,0.4927,Мышь,0.9147,False,0.7276,0.6357
img_0078.jpg,Кошка,0.0673,0.9178,0.0149,1920x1080,Expert_Anna,0.0822,0.466,Кошка,0.0,False,0.7276,0.2631
img_0079.jpg,Кошка,0.0524,0.8803,0.0673,1920x1080,Expert_Bob,0.1197,0.6469,Кошка,0.0,False,0.7276,0.3088
img_0080.jpg,Кошка,0.0596,0.0413,0.8991,800x600,Expert_Bob,0.1009,0.5703,Мышь,0.8991,False,0.7276,0.6491
img_0081.jpg,Собака,0.0474,0.9409,0.0118,640x480,Expert_Bob,0.0591,0.3668,Кошка,0.9409,False,0.6821,0.6053
img_0082.jpg,Кошка,0.086,0.0733,0.8407,640x480,Intern_Vasya,0.1593,0.7912,Мышь,0.8407,False,0.7276,0.6815
img_0083.jpg,Собака,0.0236,0.9181,0.0583,800x600,Intern_Vasya,0.0819,0.4798,Кошка,0.9181,False,0.6821,0.6247
img_0084.jpg,Собака,0.0628,0.8504,0.0868,800x600,Expert_Anna,0.1496,0.7556,Кошка,0.8504,False,0.6821,0.6673
img_0085.jpg,Кошка,0.3326,0.3482,0.3192,1920x1080,Expert_Bob,0.6518,1.5841,Кошка,0.0,False,0.7276,0.5453
img_0086.jpg,Собака,0.8697,0.0455,0.0847,800x600,Expert_Anna,0.1303,0.6797,Собака,0.0,False,0.6821,0.308
img_0087.jpg,Кошка,0.0205,0.0142,0.9653,640x480,Expert_Bob,0.0347,0.2513,Мышь,0.9653,False,0.7276,0.5951
img_0088.jpg,Собака,0.0744,0.9065,0.0191,1920x1080,Expert_Anna,0.0935,0.5163,Кошка,0.9065,False,0.6821,0.6293
img_0089.jpg,Кошка,0.0552,0.0268,0.918,1920x1080,Expert_Anna,0.082,0.4839,Мышь,0.918,False,0.7276,0.6348
img_0090.jpg,Собака,0.9147,0.0705,0.0148,800x600,Expert_Anna,0.0853,0.4774,Собака,0.0,False,0.6821,0.2569
img_0091.jpg,Кошка,0.0615,0.8578,0.0807,800x600,Intern_Vasya,0.1422,0.7303,Кошка,0.0,False,0.7276,0.3298
img_0092.jpg,Собака,0.9053,0.0184,0.0763,640x480,Expert_Anna,0.0947,0.5192,Собака,0.0,False,0.6821,0.2674
img_0093.jpg,Кошка,0.0608,0.0918,0.8474,640x480,Intern_Vasya,0.1526,0.7643,Мышь,0.8474,False,0.7276,0.6774
img_0094.jpg,Собака,0.8987,0.047,0.0543,800x600,Expert_Bob,0.1013,0.574,Собака,0.0,False,0.6821,0.2813
img_0095.jpg,Кошка,0.2963,0.3591,0.3446,1920x1080,Expert_Bob,0.6409,1.5802,Кошка,0.0,False,0.7276,0.5443
img_0096.jpg,Собака,0.9579,0.0194,0.0227,1920x1080,Expert_Bob,0.0421,0.2938,Собака,0.0,False,0.6821,0.2106
img_0097.jpg,Кошка,0.0195,0.0752,0.9054,800x600,Intern_Vasya,0.0946,0.5213,Мышь,0.9054,False,0.7276,0.6392
img_0098.jpg,Кошка,0.0904,0.0127,0.8969,1920x1080,Expert_Anna,0.1031,0.5343,Мышь,0.8969,False,0.7276,0.6391
img_0099.jpg,Мышь,0.874,0.0657,0.0602,800x600,Expert_Anna,0.126,0.6719,Собака,0.874,False,6.2654,1.7722
img_0100.jpg,Собака,0.0806,0.882,0.0374,800x600,Intern_Vasya,0.118,0.6299,Кошка,0.882,False,0.6821,0.6482
img_0101.jpg,Кошка,0.0747,0.0795,0.8458,800x600,Expert_Anna,0.1542,0.7743,Мышь,0.8458,False,0.7276,0.6792
img_0102.jpg,Кошка,0.041,0.9207,0.0383,1920x1080,Expert_Bob,0.0793,0.4789,Кошка,0.0,False,0.7276,0.2664
img_0103.jpg,Собака,0.0787,0.8513,0.07,800x600,Expert_Bob,0.1487,0.7549,Кошка,0.8513,False,0.6821,0.6675
img_0104.jpg,Собака,0.29,0.3798,0.3302,1920x1080,Expert_Anna,0.6202,1.5762,Кошка,0.3798,False,0.6821,0.6861
img_0105.jpg,Собака,0.871,0.0387,0.0903,800x600,Expert_Bob,0.129,0.6684,Собака,0.0,False,0.6821,0.3051
img_0106.jpg,Кошка,0.0114,0.095,0.8936,800x600,Expert_Bob,0.1064,0.5412,Мышь,0.8936,False,0.7276,0.6395
img_0107.jpg,Кошка,0.0887,0.8541,0.0572,640x480,Expert_Bob,0.1459,0.7404,Кошка,0.0,False,0.7276,0.3324
img_0108.jpg,Кошка,0.0495,0.9116,0.0389,800x600,Expert_Anna,0.0884,0.5186,Кошка,0.0,False,0.7276,0.2764
img_0109.jpg,Кошка,0.0796,0.0832,0.8372,1920x1080,Expert_Anna,0.1628,0.8037,Мышь,0.8372,False,0.7276,0.6832
img_0110.jpg,Кошка,0.0546,0.8858,0.0596,800x600,Expert_Bob,0.1142,0.6265,Кошка,0.0,False,0.7276,0.3036
img_0111.jpg,Кошка,0.0959,0.8822,0.0219,800x600,Intern_Vasya,0.1178,0.6046,Кошка,0.0,False,0.7276,0.2981
img_0112.jpg,Собака,0.9059,0.0729,0.0212,800x600,Expert_Anna,0.0941,0.5224,Собака,0.0,False,0.6821,0.2683
img_0113.jpg,Кошка,0.0714,0.0162,0.9124,640x480,Intern_Vasya,0.0876,0.4889,Мышь,0.9124,False,0.7276,0.6339
img_0114.jpg,Кошка,0.2985,0.3092,0.3923,1920x1080,Expert_Bob,0.6077,1.5738,Мышь,0.3923,False,0.7276,0.6996
img_0115.jpg,Собака,0.0395,0.8854,0.0751,800x600,Intern_Vasya,0.1146,0.6201,Кошка,0.8854,False,0.6821,0.6471
img_0116.jpg,Собака,0.103,0.8512,0.0458,640x480,Expert_Bob,0.1488,0.7394,Кошка,0.8512,False,0.6821,0.6635
img_0117.jpg,Кошка,0.3487,0.3371,0.3143,800x600,Expert_Bob,0.6513,1.5836,Собака,0.3487,False,0.7276,0.6846
img_0118.jpg,Кошка,0.0966,0.8461,0.0573,1920x1080,Expert_Bob,0.1539,0.7661,Кошка,0.0,False,0.7276,0.3389
img_0119.jpg,Кошка,0.0583,0.9186,0.0231,640x480,Expert_Anna,0.0814,0.4771,Кошка,0.0,False,0.7276,0.2659
img_0120.jpg,Кошка,0.0614,0.8824,0.0561,640x480,Expert_Anna,0.1176,0.6396,Кошка,0.0,False,0.7276,0.3069
img_0121.jpg,Собака,0.8718,0.037,0.0912,640x480,Intern_Vasya,0.1282,0.6636,Собака,0.0,False,0.6821,0.3039
img_0122.jpg,Кошка,0.0965,0.8064,0.0971,800x600,Intern_Vasya,0.1936,0.9025,Кошка,0.0,False,0.7276,0.3733
img_0123.jpg,Собака,0.8384,0.0592,0.1023,640x480,Expert_Anna,0.1616,0.7911,Собака,0.0,False,0.6821,0.3361
img_0124.jpg,Кошка,0.0577,0.8872,0.0551,640x480,Intern_Vasya,0.1128,0.6211,Кошка,0.0,False,0.7276,0.3023
img_0125.jpg,Кошка,0.0692,0.8675,0.0633,1920x1080,Intern_Vasya,0.1325,0.6966,Кошка,0.0,False,0.7276,0.3213
img_0126.jpg,Собака,0.0823,0.8858,0.0319,1920x1080,Expert_Anna,0.1142,0.61,Кошка,0.8858,False,0.6821,0.6447
img_0127.jpg,Собака,0.0894,0.8454,0.0652,640x480,Expert_Anna,0.1546,0.7731,Кошка,0.8454,False,0.6821,0.6697
img_0128.jpg,Собака,0.0275,0.9298,0.0427,640x480,Expert_Anna,0.0702,0.4345,Кошка,0.9298,False,0.6821,0.618
img_0129.jpg,Кошка,0.0162,0.8896,0.0942,800x600,Expert_Anna,0.1104,0.5675,Кошка,0.0,False,0.7276,0.2887
img_0130.jpg,Собака,0.3284,0.3159,0.3557,1920x1080,Expert_Bob,0.6443,1.5832,Мышь,0.3557,False,0.6821,0.6782
img_0131.jpg,Собака,0.064,0.8539,0.0821,640x480,Intern_Vasya,0.1461,0.7445,Кошка,0.8539,False,0.6821,0.6659
img_0132.jpg,Собака,0.8622,0.0738,0.0639,1920x1080,Expert_Bob,0.1378,0.7155,Собака,0.0,False,0.6821,0.317
img_0133.jpg,Собака,0.8875,0.097,0.0155,640x480,Intern_Vasya,0.1125,0.5725,Собака,0.0,False,0.6821,0.2809
img_0134.jpg,Кошка,0.0459,0.0868,0.8672,800x600,Intern_Vasya,0.1328,0.6884,Мышь,0.8672,False,0.7276,0.6661
img_0135.jpg,Кошка,0.0594,0.0415,0.8991,800x600,Intern_Vasya,0.1009,0.5704,Мышь,0.8991,False,0.7276,0.6491
img_0136.jpg,Собака,0.8954,0.0548,0.0497,800x600,Expert_Bob,0.1046,0.5875,Собака,0.0,False,0.6821,0.2847
img_0137.jpg,Собака,0.8527,0.0757,0.0716,640x480,Expert_Bob,0.1473,0.7503,Собака,0.0,False,0.6821,0.3258
img_0138.jpg,Кошка,0.0861,0.8456,0.0684,640x480,Expert_Anna,0.1544,0.7739,Кошка,0.0,False,0.7276,0.3408
img_0139.jpg,Собака,0.9087,0.0356,0.0557,800x600,Expert_Anna,0.0913,0.5289,Собака,0.0,False,0.6821,0.2699
img_0140.jpg,Собака,0.907,0.0631,0.0299,640x480,Expert_Anna,0.093,0.5307,Собака,0.0,False,0.6821,0.2704
img_0141.jpg,Собака,0.9369,0.0427,0.0204,640x480,Expert_Anna,0.0631,0.3969,Собака,0.0,False,0.6821,0.2366
img_0142.jpg,Кошка,0.0528,0.8943,0.0528,800x600,Expert_Bob,0.1057,0.5922,Кошка,0.0,False,0.7276,0.295
img_0143.jpg,Кошка,0.0582,0.8551,0.0867,1920x1080,Expert_Bob,0.1449,0.7378,Кошка,0.0,False,0.7276,0.3317
img_0144.jpg,Собака,0.3115,0.311,0.3775,640x480,Expert_Anna,0.6225,1.5788,Мышь,0.3775,False,0.6821,0.6859
img_0145.jpg,Кошка,0.3408,0.3591,0.3002,800x600,Expert_Bob,0.6409,1.581,Кошка,0.0,False,0.7276,0.5445
img_0146.jpg,Собака,0.9452,0.0117,0.0431,800x600,Expert_Bob,0.0548,0.3474,Собака,0.0,False,0.6821,0.2241
img_0147.jpg,Кошка,0.3119,0.3261,0.362,640x480,Expert_Anna,0.638,1.5821,Мышь,0.362,False,0.7276,0.6896
img_0148.jpg,Собака,0.8649,0.0556,0.0796,800x600,Expert_Anna,0.1351,0.7035,Собака,0.0,False,0.6821,0.314
img_0149.jpg,Собака,0.313,0.3441,0.3429,800x600,Intern_Vasya,0.6559,1.5836,Кошка,0.3441,False,0.6821,0.6737
img_0150.jpg,Собака,0.8518,0.0937,0.0545,1920x1080,Intern_Vasya,0.1482,0.7459,Собака,0.0,False,0.6821,0.3247
img_0151.jpg,Кошка,0.0507,0.097,0.8522,640x480,Intern_Vasya,0.1478,0.7412,Мышь,0.8522,False,0.7276,0.6735
img_0152.jpg,Кошка,0.0738,0.9077,0.0185,800x600,Expert_Anna,0.0923,0.5108,Кошка,0.0,False,0.7276,0.2744
img_0153.jpg,Кошка,0.0223,0.9544,0.0233,800x600,Expert_Bob,0.0456,0.313,Кошка,0.0,False,0.7276,0.2245
img_0154.jpg,Собака,0.871,0.0402,0.0888,800x600,Expert_Bob,0.129,0.6701,Собака,0.0,False,0.6821,0.3055
img_0155.jpg,Собака,0.0774,0.8924,0.0302,800x600,Expert_Bob,0.1076,0.5848,Кошка,0.8924,False,0.6821,0.641
img_0156.jpg,Кошка,0.029,0.9411,0.0299,640x480,Intern_Vasya,0.0589,0.382,Кошка,0.0,False,0.7276,0.2419
img_0157.jpg,Собака,0.0227,0.9462,0.0311,1920x1080,Intern_Vasya,0.0538,0.3552,Кошка,0.9462,False,0.6821,0.6045
img_0158.jpg,Собака,0.0542,0.9326,0.0133,1920x1080,Expert_Anna,0.0674,0.4047,Кошка,0.9326,False,0.6821,0.6116
img_0159.jpg,Кошка,0.0589,0.8627,0.0784,1920x1080,Intern_Vasya,0.1373,0.7124,Кошка,0.0,False,0.7276,0.3253
img_0160.jpg,Собака,0.8891,0.033,0.0779,640x480,Expert_Anna,0.1109,0.6,Собака,0.0,False,0.6821,0.2878
img_0161.jpg,Кошка,0.0277,0.9273,0.0451,640x480,Expert_Bob,0.0727,0.4459,Кошка,0.0,False,0.7276,0.258
img_0162.jpg,Кошка,0.062,0.8893,0.0487,640x480,Intern_Vasya,0.1107,0.6116,Кошка,0.0,False,0.7276,0.2999
img_0163.jpg,Кошка,0.2985,0.3317,0.3697,1920x1080,Expert_Bob,0.6303,1.5795,Мышь,0.3697,False,0.7276,0.692
img_0164.jpg,Собака,0.878,0.06,0.062,800x600,Intern_Vasya,0.122,0.6571,Собака,0.0,False,0.6821,0.3022
img_0165.jpg,Кошка,0.0524,0.0604,0.8872,800x600,Intern_Vasya,0.1128,0.6207,Мышь,0.8872,False,0.7276,0.657
img_0166.jpg,Собака,0.943,0.0133,0.0438,640x480,Expert_Anna,0.057,0.3604,Собака,0.0,False,0.6821,0.2274
img_0167.jpg,Собака,0.3179,0.307,0.3751,640x480,Intern_Vasya,0.6249,1.5793,Мышь,0.3751,False,0.6821,0.685
img_0168.jpg,Кошка,0.3213,0.3389,0.3398,640x480,Expert_Anna,0.6602,1.5845,Мышь,0.3398,False,0.7276,0.6813
img_0169.jpg,Собака,0.9229,0.018,0.0591,800x600,Expert_Anna,0.0771,0.4523,Собака,0.0,False,0.6821,0.2506
img_0170.jpg,Кошка,0.0809,0.8965,0.0226,800x600,Expert_Bob,0.1035,0.5584,Кошка,0.0,False,0.7276,0.2864
img_0171.jpg,Собака,0.0439,0.8929,0.0632,640x480,Expert_Bob,0.1071,0.5957,Кошка,0.8929,False,0.6821,0.6439
img_0172.jpg,Кошка,0.104,0.8629,0.033,640x480,Intern_Vasya,0.1371,0.6856,Кошка,0.0,False,0.7276,0.3185
img_0173.jpg,Мышь,0.0267,0.0361,0.9373,640x480,Expert_Bob,0.0627,0.4001,Мышь,0.0,False,6.2654,1.3541
img_0174.jpg,Собака,0.0379,0.8658,0.0963,640x480,Expert_Bob,0.1342,0.6841,Кошка,0.8658,False,0.6821,0.6554
img_0175.jpg,Собака,0.8496,0.0486,0.1018,1920x1080,Expert_Bob,0.1504,0.7474,Собака,0.0,False,0.6821,0.325
img_0176.jpg,Кошка,0.0421,0.8772,0.0807,800x600,Intern_Vasya,0.1228,0.6513,Кошка,0.0,False,0.7276,0.3099
img_0177.jpg,Кошка,0.0308,0.9043,0.065,1920x1080,Expert_Bob,0.0957,0.5422,Кошка,0.0,False,0.7276,0.2824
img_0178.jpg,Кошка,0.0577,0.9085,0.0338,1920x1080,Expert_Bob,0.0915,0.5284,Кошка,0.0,False,0.7276,0.2789
img_0179.jpg,Кошка,0.0276,0.9227,0.0497,640x480,Intern_Vasya,0.0773,0.4653,Кошка,0.0,False,0.7276,0.2629
img_0180.jpg,Кошка,0.0334,0.8983,0.0683,640x480,Expert_Anna,0.1017,0.5672,Кошка,0.0,False,0.7276,0.2887
img_0181.jpg,Собака,0.348,0.3143,0.3377,800x600,Intern_Vasya,0.652,1.5837,Собака,0.0,False,0.6821,0.5361
img_0182.jpg,Кошка,0.3537,0.3133,0.3329,640x480,Intern_Vasya,0.6463,1.5832,Собака,0.3537,False,0.7276,0.6865
img_0183.jpg,Собака,0.3029,0.3059,0.3912,1920x1080,Expert_Bob,0.6088,1.5744,Мышь,0.3912,False,0.6821,0.6902
img_0184.jpg,Собака,0.3158,0.3752,0.309,800x600,Intern_Vasya,0.6248,1.5793,Кошка,0.3752,False,0.6821,0.6851
img_0185.jpg,Кошка,0.0696,0.8683,0.0621,640x480,Expert_Bob,0.1317,0.6935,Кошка,0.0,False,0.7276,0.3205
img_0186.jpg,Собака,0.3152,0.3188,0.366,800x600,Expert_Bob,0.634,1.5815,Мышь,0.366,False,0.6821,0.6819
img_0187.jpg,Кошка,0.0811,0.8986,0.0203,800x600,Expert_Anna,0.1014,0.5467,Кошка,0.0,False,0.7276,0.2835
img_0188.jpg,Собака,0.957,0.0268,0.0163,1920x1080,Intern_Vasya,0.043,0.2974,Собака,0.0,False,0.6821,0.2115
img_0189.jpg,Кошка,0.3356,0.3721,0.2923,1920x1080,Expert_Anna,0.6279,1.578,Кошка,0.0,False,0.7276,0.5438
img_0190.jpg,Собака,0.9402,0.0318,0.028,640x480,Intern_Vasya,0.0598,0.3863,Собака,0.0,False,0.6821,0.2339
